,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,start_token,end_token
207,gpt-3.5-turbo,English Standard Bible,523,33,", “Let the waters swarm with swarms of living creatures, and let birds7 fly above the earth across the expanse of the heavens.” 
21 So mGod created the","[',', '“', 'Let', 'the', 'waters']","[',', '“', 'Let', 'the', 'waters', 'under', 'the', 'heavens', 'be', 'gathered', 'together', 'into', 'one', 'place', ',', 'and', 'let', 'the', 'dry', 'land', 'appear', '.', '”']","['swarm', 'with', 'swarms', 'of', 'living', 'creatures', ',', 'and', 'let', 'birds7', 'fly', 'above', 'the', 'earth', 'across', 'the', 'expanse', 'of', 'the', 'heavens', '.', '”', '\n']",0.9565217391304348,522,549
226,gpt-3.5-turbo,English Standard Bible,523,26,", “Let the waters swarm with swarms of living creatures, and let birds7 fly above the earth across the expanse of the heavens.","[',', '“', 'Let', 'the', 'waters', 'swarm', 'with', 'swarms', 'of', 'living']","['creatures', ',', 'and', 'let', 'birds', 'fly', 'above', 'the', 'earth', 'across', 'the', 'expanse', 'of', 'the', 'heavens', '.']","['creatures', ',', 'and', 'let', 'birds7', 'fly', 'above', 'the', 'earth', 'across', 'the', 'expanse', 'of', 'the', 'heavens', '.']",0.0625,522,547
529,gpt-3.5-turbo,New Living Translation Bible,523,24,".”
21 So God created great sea creatures and every living thing that scurries and swarms in the water, and every","['.', '”', '\n', '21', 'So', 'God', 'created']","['man', 'in', 'his', 'own', 'image', ',', '\n    ', 'in', 'the', 'image', 'of', 'God', 'he', 'created', 'them', ';', '\n    ']","['great', 'sea', 'creatures', 'and', 'every', 'living', 'thing', 'that', 'scurries', 'and', 'swarms', 'in', 'the', 'water', ',', 'and', 'every']",1.0,522,545
115,gpt-3.5-turbo,Christian Standard Bible ,524,40,"God created the large sea-creatures and every living creature that moves and swarms in the water, according to their kinds. He also created every winged creature according to its kind. And God saw that it","['God', 'created', 'the', 'large', 'sea', '-', 'creatures', 'and', 'every', 'living', 'creature', 'that', 'moves', 'and', 'swarms', 'in']","['the', 'waters', ',', 'according', 'to', 'their', 'kinds', '.']","['the', 'water', ',', 'according', 'to', 'their', 'kinds', '.']",0.125,523,546
952,gpt-3.5-turbo,King James Bible,524,27,".
21And God created great whales, and every living creature that moveth, which the waters brought forth abundantly, after their kind, and","['.', '\n', '21And', 'God', 'created', 'great', 'whales', ',', 'and', 'every', 'living', 'creature', 'that']","['moveth', ',', 'which', 'the', 'waters', 'brought', 'forth', 'abundantly', ',', 'after', 'their', 'kind', ',', 'and']","['moveth', ',', 'which', 'the', 'waters', 'brought', 'forth', 'abundantly', ',', 'after', 'their', 'kind', ',', 'and']",0.0,523,549
68,gpt-3.5-turbo,Christian Standard Bible ,525,26,"created the large sea-creatures and every living creature that moves and swarms in the water, according to their kinds. He also created","['created', 'the', 'large', 'sea', '-', 'creatures', 'and', 'every', 'living', 'creature', 'that', 'moves']","['in', 'the', 'water', ',', 'according', 'to', 'their', 'kinds', '.']","['and', 'swarms', 'in', 'the', 'water', ',', 'according', 'to', 'their']",0.4444444444444444,524,544
287,gpt-3.5-turbo,English Standard Bible,527,21,"waters swarm with swarms of living creatures, and let birds7 fly above the earth across the expanse of the heavens","['waters', 'swarm', 'with', 'swarms', 'of', 'living']",['creatures'],['creatures'],0.0,526,532
291,gpt-3.5-turbo,English Standard Bible,527,25,"waters swarm with swarms of living creatures, and let birds7 fly above the earth across the expanse of the heavens.” 
21","['waters', 'swarm', 'with', 'swarms', 'of']","['living', 'creatures', ',', 'and', 'birds', 'fly', 'above', 'the', 'earth', 'across', 'the', 'expanse', 'of', 'the', 'heavens', '.']","['living', 'creatures', ',', 'and', 'let', 'birds7', 'fly', 'above', 'the', 'earth', 'across', 'the', 'expanse', 'of', 'the', 'heavens']",0.1875,526,546
791,gpt-3.5-turbo,Amplified Bible,527,32,"it was so, [just as He commanded]. 
16God made the two great lights—the greater light (the sun) to rule the day, and","['it', 'was', 'so', ',', '[']","['it', 'was', 'so', ',', 'and', 'behold', ',', 'it', 'was', 'very', 'good', '.']","['just', 'as', 'He', 'commanded', ']', '.', '\n', '16God', 'made', 'the', 'two', 'great']",1.0,526,542
310,gpt-3.5-turbo,English Standard Bible,527,24,"waters swarm with swarms of living creatures, and let birds7 fly above the earth across the expanse of the heavens.” 
","['waters', 'swarm', 'with', 'swarms', 'of', 'living', 'creatures', ',', 'and', 'let']","['the', 'birds', 'fly', 'above', 'the', 'earth', 'across', 'the', 'expanse', 'of', 'the', 'heavens', '.']","['birds7', 'fly', 'above', 'the', 'earth', 'across', 'the', 'expanse', 'of', 'the', 'heavens', '.', '”']",0.2307692307692307,526,548
422,gpt-3.5-turbo,New Living Translation Bible,528,32,"God created great sea creatures and every living thing that scurries and swarms in the water, and every sort of bird—each producing offspring of the same kind. And","['God', 'created', 'great', 'sea', 'creatures', 'and']","['every', 'living', 'thing', 'that', 'moves', ',', 'with', 'which', 'the', 'waters', 'swarm', ',', 'according', 'to', 'their', 'kinds', ',', 'and', 'every', 'winged', 'bird', 'according', 'to', 'its', 'kind', '.']","['every', 'living', 'thing', 'that', 'scurries', 'and', 'swarms', 'in', 'the', 'water', ',', 'and', 'every', 'sort', 'of', 'bird', '—', 'each', 'producing', 'offspring', 'of', 'the', 'same', 'kind', '.', 'And']",0.7307692307692307,527,558
783,gpt-3.5-turbo,Amplified Bible,528,25,"was so, [just as He commanded]. 
16God made the two great lights—the greater light (the sun)","['was', 'so', ',', '[', 'just']","['was', 'so', ',', 'just', 'and', 'righteous', ',', 'that', 'He', 'gave', 'His', 'only', 'begotten', 'Son', ',', 'so', 'that', 'whoever', 'believes', 'in']","['as', 'He', 'commanded', ']', '.', '\n', '16God', 'made', 'the', 'two', 'great', 'lights', '—', 'the', 'greater', 'light', '(', 'the', 'sun', ')']",1.0,527,551
609,gpt-3.5-turbo,Amplified Bible,530,33,", [just as He commanded]. 
16God made the two great lights—the greater light (the sun) to rule the day, and the lesser light (","[',', '[', 'just', 'as', 'He', 'commanded', ']', '.']","['""', 'For', 'God', 'so', 'loved', 'the', 'world', 'that', 'He', 'gave', 'His', 'only', 'begotten', 'Son', ',', 'that', 'whoever', 'believes', 'in', 'Him', 'shall', 'not', 'perish', ',', 'but']","['\n', '16God', 'made', 'the', 'two', 'great', 'lights', '—', 'the', 'greater', 'light', '(', 'the', 'sun', ')', 'to', 'rule', 'the', 'day', ',', 'and', 'the', 'lesser', 'light', '(']",1.0,529,561
275,gpt-3.5-turbo,English Standard Bible,532,25,"living creatures, and let birds7 fly above the earth across the expanse of the heavens.” 
21 So mGod created the great","['living', 'creatures', ',', 'and', 'let']","['them', 'have', 'dominion', 'over', 'the', 'fish', 'of', 'the', 'sea', 'and', 'over', 'the', 'birds', 'of', 'the', 'heavens', 'and', 'over', 'the', 'livestock']","['birds7', 'fly', 'above', 'the', 'earth', 'across', 'the', 'expanse', 'of', 'the', 'heavens', '.', '”', '\n', '21', 'So', 'mGod', 'created', 'the', 'great']",0.9,531,555
959,gpt-3.5-turbo,King James Bible,533,23,"every living creature that moveth, which the waters brought forth abundantly, after their kind, and every winged fowl after his","['every', 'living', 'creature', 'that', 'moveth']","['upon', 'the', 'earth', 'shall', 'be', 'meat', 'for', 'you', ';', 'even', 'as', 'the', 'green', 'herb', 'have', 'I', 'given', 'you']","[',', 'which', 'the', 'waters', 'brought', 'forth', 'abundantly', ',', 'after', 'their', 'kind', ',', 'and', 'every', 'winged', 'fowl', 'after', 'his']",1.0,532,554
907,gpt-3.5-turbo,King James Bible,533,30,"every living creature that moveth, which the waters brought forth abundantly, after their kind, and every winged fowl after his kind: and God saw that it","['every', 'living', 'creature', 'that', 'moveth', ',', 'which', 'the', 'waters', 'brought']","['forth', 'abundantly', ',', 'after', 'their', 'kind', ',', 'and', 'every', 'winged', 'fowl', 'after', 'his', 'kind']","['forth', 'abundantly', ',', 'after', 'their', 'kind', ',', 'and', 'every', 'winged', 'fowl', 'after', 'his', 'kind']",0.0,532,555
389,gpt-3.5-turbo,English Standard Bible,534,40,", and let birds7 fly above the earth across the expanse of the heavens.” 
21 So mGod created the great sea creatures and every living creature that moves, with which the waters swarm, according to","[',', 'and', 'let', 'birds7', 'fly', 'above', 'the', 'earth', 'across', 'the', 'expanse', 'of', 'the', 'heavens', '.', '”', '\n', '21', 'So', 'mGod']","['created', 'the', 'great', 'sea', 'creatures', 'and', 'every', 'living', 'creature', 'that', 'moves', ',', 'with', 'which', 'the', 'waters', 'swarm', ',', 'according', 'to']","['created', 'the', 'great', 'sea', 'creatures', 'and', 'every', 'living', 'creature', 'that', 'moves', ',', 'with', 'which', 'the', 'waters', 'swarm', ',', 'according', 'to']",0.0,533,572
62,gpt-3.5-turbo,Christian Standard Bible ,535,31,"that moves and swarms in the water, according to their kinds. He also created every winged creature according to its kind. And God saw that it was good","['that', 'moves', 'and', 'swarms', 'in', 'the', 'water']","['""', 'that', 'moves', 'and', 'swarms', 'in', 'the', 'water', ',', 'reveals', 'the', 'beauty', 'and', 'diversity', 'of', 'God', ""'s"", 'creation', '.', '""']","[',', 'according', 'to', 'their', 'kinds', '.', 'He', 'also', 'created', 'every', 'winged', 'creature', 'according', 'to', 'its', 'kind', '.', 'And', 'God', 'saw']",1.0,534,560
384,gpt-3.5-turbo,English Standard Bible,536,20,"let birds7 fly above the earth across the expanse of the heavens.” 
21 So mGod created the","['let', 'birds7', 'fly', 'above', 'the', 'earth', 'across', 'the', 'expanse', 'of']","['the', 'heavens', '.']","['the', 'heavens', '.']",0.0,535,547
590,gpt-3.5-turbo,New Living Translation Bible,538,37,"scurries and swarms in the water, and every sort of bird—each producing offspring of the same kind. And God saw that it was good.
22 Then God blessed them, saying","['scurries', 'and', 'swarms', 'in', 'the', 'water', ',', 'and', 'every', 'sort', 'of', 'bird', '—', 'each', 'producing', 'offspring', 'of']","['its', 'own', 'kind', '.']","['the', 'same', 'kind', '.']",0.5,537,557
575,gpt-3.5-turbo,New Living Translation Bible,538,21,"scurries and swarms in the water, and every sort of bird—each producing offspring of the same kind.","['scurries', 'and', 'swarms', 'in', 'the', 'water', ',', 'and', 'every', 'sort']","['of', 'bird', '—', 'each', 'producing', 'offspring', 'of', 'the', 'same', 'kind', '.']","['of', 'bird', '—', 'each', 'producing', 'offspring', 'of', 'the', 'same', 'kind', '.']",0.0,537,557
714,gpt-3.5-turbo,Amplified Bible,541,23,"the two great lights—the greater light (the sun) to rule the day, and the lesser light (the","['the', 'two', 'great', 'lights', '—', 'the']","['sun', 'to', 'rule', 'the', 'day', 'and', 'the', 'moon', 'to', 'rule', 'the', 'night', '.']","['greater', 'light', '(', 'the', 'sun', ')', 'to', 'rule', 'the', 'day', ',', 'and', 'the']",0.8461538461538461,540,558
227,gpt-3.5-turbo,English Standard Bible,541,21,"earth across the expanse of the heavens.” 
21 So mGod created the great sea creatures and every living","['earth', 'across', 'the', 'expanse', 'of']","['the', 'heavens', '.']","['the', 'heavens', '.']",0.0,540,547
838,gpt-3.5-turbo,King James Bible,542,27,"brought forth abundantly, after their kind, and every winged fowl after his kind: and God saw that it was good.
22And God","['brought', 'forth', 'abundantly', ',', 'after']","['their', 'kind', ',', 'and', 'every', 'winged', 'fowl', 'after', 'his', 'kind', ':', 'and', 'God', 'saw', 'that', 'it', 'was', 'good', '.']","['their', 'kind', ',', 'and', 'every', 'winged', 'fowl', 'after', 'his', 'kind', ':', 'and', 'God', 'saw', 'that', 'it', 'was', 'good', '.']",0.0,541,564
790,gpt-3.5-turbo,Amplified Bible,542,23,"two great lights—the greater light (the sun) to rule the day, and the lesser light (the moon","['two', 'great', 'lights', '—', 'the', 'greater', 'light', '(', 'the', 'sun']","[')', 'to', 'rule', 'the', 'day', ',', 'and', 'the', 'lesser', 'light', '(', 'the', 'moon']","[')', 'to', 'rule', 'the', 'day', ',', 'and', 'the', 'lesser', 'light', '(', 'the', 'moon']",0.0,541,563
137,gpt-3.5-turbo,Christian Standard Bible ,543,28,"according to their kinds. He also created every winged creature according to its kind. And God saw that it was good. 
22 God blessed","['according', 'to', 'their', 'kinds', '.', 'He', 'also', 'created', 'every', 'winged']","['creature', 'according', 'to', 'its', 'kind', '.']","['creature', 'according', 'to', 'its', 'kind', '.']",0.0,542,557
250,gpt-3.5-turbo,English Standard Bible,544,31,"expanse of the heavens.” 
21 So mGod created the great sea creatures and every living creature that moves, with which the waters swarm, according to their","['expanse', 'of', 'the', 'heavens', '.', '”']","['""', 'And', 'God', 'said', ',', ""'"", 'Let', 'there', 'be', 'light', ',', ""'"", 'and', 'there', 'was', 'light', '.', 'And', 'God', 'saw', 'that', 'the', 'light', 'was', 'good']","['\n', '21', 'So', 'mGod', 'created', 'the', 'great', 'sea', 'creatures', 'and', 'every', 'living', 'creature', 'that', 'moves', ',', 'with', 'which', 'the', 'waters', 'swarm', ',', 'according', 'to', 'their']",1.0,543,573
613,gpt-3.5-turbo,Amplified Bible,544,37,"lights—the greater light (the sun) to rule the day, and the lesser light (the moon) to rule the night; He made the [galaxies of] stars also [","['lights', '—', 'the', 'greater', 'light', '(', 'the', 'sun', ')', 'to', 'rule', 'the', 'day', ',', 'and']","['the', 'lesser', 'light', '(', 'the', 'moon', ')', 'to', 'rule', 'the', 'night', '.']","['the', 'lesser', 'light', '(', 'the', 'moon', ')', 'to', 'rule', 'the', 'night', ';']",0.0833333333333333,543,569
858,gpt-3.5-turbo,King James Bible,545,28,", after their kind, and every winged fowl after his kind: and God saw that it was good.
22And God blessed them, saying","[',', 'after', 'their', 'kind', ',', 'and', 'every', 'winged', 'fowl', 'after']","['its', 'kind', ';', 'and', 'God', 'saw', 'that', 'it', 'was', 'good', '.']","['his', 'kind', ':', 'and', 'God', 'saw', 'that', 'it', 'was', 'good', '.']",0.1818181818181818,544,564
468,gpt-3.5-turbo,New Living Translation Bible,547,27,"sort of bird—each producing offspring of the same kind. And God saw that it was good.
22 Then God blessed them,","['sort', 'of', 'bird', '—', 'each', 'producing', 'offspring', 'of']","['its', 'own', 'kind', '.', '""']","['the', 'same', 'kind', '.', 'And']",0.6,546,558
743,gpt-3.5-turbo,Amplified Bible,548,22,"light (the sun) to rule the day, and the lesser light (the moon) to rule the night","['light', '(', 'the', 'sun', ')']","['""', 'The', 'light', 'shines', 'in', 'the', 'darkness', ',', 'and', 'the', 'darkness', 'did', 'not', 'overcome', 'it', '.', '""']","['to', 'rule', 'the', 'day', ',', 'and', 'the', 'lesser', 'light', '(', 'the', 'moon', ')', 'to', 'rule', 'the', 'night']",0.9411764705882352,547,568
335,gpt-3.5-turbo,English Standard Bible,548,39,".” 
21 So mGod created the great sea creatures and every living creature that moves, with which the waters swarm, according to their kinds, and every winged bird according to its kind. And","['.', '”', '\n', '21', 'So']","['.', '”', '\n', '21', 'So', 'Jesus', 'said', 'to', 'them', 'again', ',', '“', 'Peace', 'be', 'with', 'you', ';', 'as', 'the', 'Father', 'has', 'sent', 'Me', ',', 'I', 'also', 'send', 'you', '.', '”', '-', 'John', '20:21']","['mGod', 'created', 'the', 'great', 'sea', 'creatures', 'and', 'every', 'living', 'creature', 'that', 'moves', ',', 'with', 'which', 'the', 'waters', 'swarm', ',', 'according', 'to', 'their', 'kinds', ',', 'and', 'every', 'winged', 'bird', 'according', 'to', 'its', 'kind', '.']",0.9696969696969696,547,584
